sut_code,description_tr,category,retired_at
612540,Omuz artroplastisi revizyonu,surgical,
612550,Omuz total artroplastisi,surgical,
612551,Omuz ters (reverse) artroplastisi,surgical,
612560,"Orta eklem rezeksiyon, interpozisyon artroplastisi",surgical,
612570,"Orta eklem ve küçük eklem protezleri, primer",surgical,
612580,Unikompartmantal diz artroplastisi,surgical,
612590,Büyük eklem artrodezi,surgical,
612600,Orta eklem artrodezi,surgical,
612610,Küçük eklem artrodezi,surgical,
612620,Büyük kemik osteomyelit tedavisi,surgical,
612630,Orta kemik osteomyelit tedavisi,surgical,
612640,Küçük kemik osteomyelit tedavisi,surgical,
612650,"Artroskopi, tanısal",surgical,
612651,Girişimsel artroskopi,surgical,
612710,Artroskopik mozaikplasti,surgical,
612720,Artroskopik Osteo Kondritis Dissekans (OCD) fiksasyonu,surgical,
612730,Artroskopik eklem kıkırdağı debritmanı ile birlikte drill ya da mikrokırık,surgical,
612731,Artroskopik otolog kondrosit implantasyonu,surgical,
612732,Artroskopik hücresiz matriks/skafold ile kıkırdak tamiri,surgical,
612740,Artroskopik artrodez,surgical,
612750,Girişimsel kalça artroskopisi,surgical,
612751,Artroskopik kalça ekleminde labrum tamiri,surgical,
612760,"Artroskopik menisküs onarımı, diz",surgical,
612770,"Artroskopik menisküs transplantasyonu, diz",surgical,
612810,"Artroskopik lateral gevşetme ve mediyal plikasyon, diz",surgical,
612820,Artroskopik eklem içi kırık fiksasyonu,surgical,
612830,"Artroskopik ön çapraz bağ rekonstrüksiyonu, diz",surgical,
612840,"Artroskopik ön çapraz bağ rekonstrüksiyon revizyonu, diz",surgical,
612850,"Artroskopik arka çapraz bağ rekonstrüksiyonu, diz",surgical,
612860,"Artroskopik arka çapraz bağ rekonstrüksiyon revizyonu, diz",surgical,
612865,Girişimsel ayak bileği artroskopisi,surgical,
612870,"Artroskopik SLAP onarımı, omuz",surgical,
612880,"Artroskopik kapsüler kaydırma, omuz",surgical,
612890,"Artroskopik bankart onarımı, omuz",surgical,
612900,"Artroskopik rotator kılıf debritmanı, omuz",surgical,
612910,"Artroskopik rotator kılıf onarımı , omuz",surgical,
612920,"Artroskopik bursoskopi ve bursektomi, omuz",surgical,
612930,"Artroskopik akromiyoplasti, omuz",surgical,
612940,Artroskopik akromiyoklaviküler eklem rezeksiyonu,surgical,
612950,Artroskopik radius başı rezeksiyonu,surgical,
612960,Artroskopik Triangüler fibrokartilaj kompleks (TFCC) debritmanı,surgical,
612970,Artroskopik Triangüler fibrokartilaj kompleks (TFCC) onarımı,surgical,
612975,"Otolog Kondrosit implantasyonu cerrahisi, açık",surgical,
612976,"Hücresiz matriks/skafold ile kıkırdak tamiri, açık",surgical,
612977,Kalça kontrollü çıkık ile labrum tamir veya rekonstrüksiyonu,surgical,
612980,Akromiyoklaviküler eklem rezeksiyonu,surgical,
612990,Akromiyoplasti,surgical,
613000,Arka çapraz bağ rekonstrüksiyonu,surgical,
613001,"Arka çapraz bağ rekonstrüksiyonu,revizyonu, diz",surgical,
613010,Ayak bileği kollateral ligament primer onarımı,surgical,
613020,Ayak bileği kollateral ligament rekonstrüksiyonu,surgical,
613030,Büyük eklem debritmanı,surgical,
613031,Yara evantrasyonunda revizyon,surgical,
613040,Dirsek kollateral ligament rekonstrüksiyonu,surgical,
613050,Diz dış yan bağ primer onarımı,surgical,
613060,Diz dış yan bağ rekonstrüksiyonu,surgical,
613070,Diz iç yan bağ primer onarımı,surgical,
613080,Diz iç yan bağ rekonstrüksiyonu,surgical,
613090,Eklem ponksiyonu ve ilaç verme,surgical,
613100,Eminensiya kırık fiksasyonu,surgical,
613110,Greft alınması,surgical,
613120,Kondral debritman,surgical,
613130,Korakoakrominal ligament rekonstrüksiyonu,surgical,
613140,Küçük eklem debritmanı,surgical,
613150,Küçük eklem ligament rekonstrüksiyonu,surgical,
613160,Menisektomi,surgical,
613170,Menisküs kisti eksizyonu,surgical,
613180,Menisküs onarımı,surgical,
613190,Menisküs transplantasyonu,surgical,
613200,Mozaikplasti,surgical,
613210,Ön çapraz bağ rekonstrüksiyonu,surgical,
613211,"Ön çapraz bağ rekonstrüksiyon revizyonu, diz",surgical,
613220,Orta eklem debritmanı,surgical,
613230,Patella distal ve proksimal dizilim cerrahisi,surgical,
613240,Patella distal realinman,surgical,
613250,Patella proksimal dizilim cerrahisi,surgical,
613260,Rotator kılıf onarımı,surgical,
613261,"Bankart onarımı, omuz",surgical,
613270,Septik artrit büyük eklem cerrahisi,surgical,
613280,Septik artrit küçük eklem cerrahisi,surgical,
613290,Septik artrit orta eklem cerrahisi,surgical,
613300,"Sinovektomi, büyük eklem",surgical,
613310,"Sinovektomi, küçük-orta eklem",surgical,
613320,Büyük eklem habitüel çıkık onarımı,surgical,
613330,Orta eklem habitüel çıkık onarımı,surgical,
613340,Küçük eklem habitüel çıkık onarımı,surgical,
613350,Aşiloplasti,surgical,
613360,Aşiloplasti ve posteriyor kapsül gevşetmesi,surgical,
613370,Ayak komplet subtalar gevşetme,surgical,
613380,Ayak posteromediyal gevşetme,surgical,
613390,Chiari osteotomisi,surgical,
613400,"Gelişimsel kalça çıkığı, açık redüksiyon",surgical,
613410,Gelişimsel kalça çıkığı kapalı redüksiyonu ve pelvipedal alçı,surgical,
613420,Gelişimsel kalça çıkığında pelvik osteotomiler,surgical,
613430,Gelişimsel kalça çıkığında periasetabular osteotomiler,surgical,
613440,"Gelişimsel kalça çıkığı, radikal redüksiyon",surgical,
613450,Gelişimsel kalça çıkığında üçlü pelvik osteotomiler (Steel vb.),surgical,
613460,Osteoklazi,surgical,
613470,PEV manüplasyon dahil alçı,surgical,
613480,Plantar fasiya ve addüktör tendonların gevşetilmesi,surgical,
613490,Shelf osteotomisi,surgical,
613500,Üçlü artrodez,surgical,
613510,Trokanter majör transferi,surgical,
613520,Vertikal talus ameliyatları,surgical,
613530,"Tenotomi, kalça addüktörleri, kapalı, subkütan",surgical,
613540,"Tenotomi, kalça addüktörleri, açık",surgical,
613550,"Tenotomi, iliyopsoas, açık",surgical,
613560,Anteriyor girişim ile vertebra apse drenajı,surgical,
613570,Anteriyor girişim ile vertebra apse drenajı ve korpektomi ile birlikte strut greftleme,surgical,
613580,Anteriyor girişim ile vertebra apse drenajı ve anteriyor enstrümentasyon,surgical,
613590,Anteriyor girişim ile vertebra apse drenajı ve posteriyor enstrümentasyon,surgical,
613600,Posteriyor girişim ile vertebra apse drenajı,surgical,
613610,Posteriyor girişim ile vertebra apse drenajı ve korpektomi ile birlikte strut greftleme,surgical,
613620,Posteriyor girişim ile vertebra apse drenajı ve posteriyor enstrümentasyon,surgical,
613630,"Posteriyor elemanların osteotomisi, tek vertebra segmenti",surgical,
613640,Posteriyor elemanlar ve anterior korpusu da içeren osteotomiler,surgical,
613650,"Spinal osteotomi, tek vertebra segmenti, anteriyor yaklaşım ile",surgical,
613660,"Konkav veya konveks kosta osteotomisi, her seviye için",surgical,
613670,"Vertebra kırıklarının redüksiyonu, manipülasyon veya traksiyonsuz",surgical,
613680,"Vertebra kırıklarının kapalı tedavisi, manipülasyon veya traksiyonla",surgical,
613690,"Vertebra kırık veya çıkığı tek seviye, posteriyor yaklaşımla enstrümentasyon 4 seviyeye kadar",surgical,
613700,"Vertebra kırık veya çıkığı tek seviye, posteriyor yaklaşımla enstrümentasyon 4 seviyeden fazla",surgical,
613710,"Vertebra kırık veya çıkığı tek seviye, enstrümentasyon 4 seviyeye kadar, anteriyor yaklaşımla",surgical,
613720,"Vertebra kırık veya çıkığı tek seviye, anteriyor yaklaşımla enstrümentasyon 4 seviyeden fazla",surgical,
613730,"Vertebra kırığı veya çıkığı tek seviye, anteriyor dekompresyon- enstrümentasyon ve füzyon (4 seviyeye kadar) ile birlikte posteriyor enstrümentasyon ve füzyon",surgical,
613740,Otogreft alınması (İliyak kanat),surgical,
613750,Nonvaskülarize fibular strut greft alınması,surgical,
613760,"Anteriyor artrodez, transoral veya ekstraoral yolla",surgical,
613770,"Anteriyor artrodez, interbody tekniği ile",surgical,
613780,"Her ek vertebra segmenti için anteriyor artrodez, interbody tekniği ile",surgical,
613790,"Kraniyoservikal artrodez, posteriyor teknik ile",surgical,
613800,"Atlas-aksis artrodez, posteriyor teknik ile",surgical,
613810,"Servikal artrodez, posteriyor-posterolateral teknik ile",surgical,
613820,"Her ek vertebra için artrodez, posteriyor-posterolateral teknik ile",surgical,
613830,"Artrodez anteriyor, 3 vertebral segmente kadar",surgical,
613840,"Artrodez anteriyor, 4 veya daha fazla vertebral segment",surgical,
613850,Kifotik deformite için anteriyor trikortikal strut greftleme,surgical,
613860,Kifotik deformite için vaskülarize kosta ile greftleme,surgical,
613870,"Artrodez posteriyor, 7 vertebral segmente kadar",surgical,
613880,"Artrodez posteriyor, 8 veya daha fazla vertebral segment",surgical,
613890,"Artrodez posteriyor, tek disk aralığı",surgical,
613900,"Artrodez posteriyor, her disk aralığı",surgical,
613910,Spinal füzyon eksplorasyonu,surgical,
613920,Anteriyor enstrümantasyon; 3 vertebra segmentine kadar,surgical,
613930,Anteriyor enstrümantasyon; 4 veya daha fazla vertebra segmenti,surgical,
613940,Anteriyor odontoid fiksasyonu,surgical,
613950,Anteriyor sakroiliyak fiksasyon,surgical,
613960,Crutchfield takılması,surgical,
613970,"Enstrümantasyon çıkarılması, 6 seviyeden fazla",surgical,
613980,"Enstrümantasyon çıkarılması, 6 veya daha az vertebra segmenti",surgical,
613990,Halo fiksasyon uygulanması,surgical,
614000,"Pelvik fiksasyon, sakrum dışında",surgical,
614010,"Posteriyor C1-C2 enstrümantasyonu+ vida rod+ transartiküler vida + lamina, spinöz proses telleme",surgical,
614020,Posteriyor oksipitoservikal enstrümantasyon,surgical,
614030,Posteriyor sakroiliyak fiksasyon,surgical,
614040,Posteriyor segmental enstrümantasyon; 6 veya daha az vertebra segmenti,surgical,
614050,Posteriyor segmental enstrümantasyon; 7 veya daha fazla vertebra segmenti,surgical,
614060,Posteriyor segmental olmayan enstrümantasyon,surgical,
614070,Spinöz proseslerin tellenmesi ile internal spinal fiksasyon,surgical,
614080,"Translaminer faset eklem vida fiksasyonu, tek seviye",surgical,
614090,"Vertebra defektlerine, strüktürel, strut greft veya prostetik materyal yerleştirilmesi",surgical,
614100,Kifektomi,surgical,
614110,Spondilolizis pars kırık onarımı,surgical,
614120,"Sakrektomi, parsiyel",surgical,
614130,"Sakrektomi, total",surgical,
614140,"Vertebroplasti, tek seviye",surgical,
614150,Kifoplasti,surgical,
614160,Faset eklem blokajı,surgical,
614170,Spondilolistezis cerrahi redüksiyon,surgical,
614171,Perkütan omurga tümör ablasyon tedavisi,surgical,
614180,Büyük kemik bifokal,surgical,
614190,Büyük kemik defektli psödoartrozu,surgical,
614200,Büyük kemik psödoartrozu,surgical,
614210,Kemik-kemik defektli psödoartrozu,surgical,
614220,Küçük kemik psödoartrozu,surgical,
614230,Orta kemik defektli psödoartrozu,surgical,
614240,Orta kemik psödoartrozu,surgical,
614250,Büyük kemik kallo-hemikallotazis ile deformite düzeltilmesi,surgical,
614260,Orta kemik kallo-hemikallotazis ile deformite düzeltilmesi,surgical,
614270,Küçük kemik kallo-hemikallotazis ile deformite düzeltilmesi,surgical,
614280,"Hemikondrodiastazis, büyük kemik",surgical,
614290,Büyük eklem kontraktürünün eksternal fiksatör ile açılması,surgical,
614300,Küçük eklem kontraktürünün eksternal fiksatör ile açılması,surgical,
614320,Büyük kemik uzatma/ Deformite Düzeltme Cerrahisi,surgical,
614330,Orta kemik uzatma/Deformite Düzeltme Cerrahisi,surgical,
614340,Küçük kemik uzatma/Deformite Düzeltme Cerrahisi,surgical,
614350,Kemik tümörü açık biyopsisi (büyük kemik),surgical,
614351,"Kemik tümörü açık biyopsisi, (orta/küçük kemik)",surgical,
614353,Kapalı kemik biyopsisi,surgical,
614360,"Yumuşak doku tümörü açık biyopsisi, pelvis içi",surgical,
614370,"Yumuşak doku tümörü trokar veya iğne biyopsisi, pelvis içi",surgical,
614380,"Benign yumuşak doku tümörü, derin",surgical,
614390,"Benign yumuşak doku tümörü, kompleks",surgical,
614400,"Benign yumuşak doku tümörü, pelvis içi",surgical,
614410,"Benign yumuşak doku tümörü, yüzeyel",surgical,
614420,Büyük kemik malign tümörünün geniş veya radikal rezeksiyonu,surgical,
614430,Büyük kemik benign tümörü veya kistinin küretaj veya rezeksiyonu,surgical,
614440,Küçük kemik benign tümörü veya kistinin küretaj veya rezeksiyonu,surgical,
614450,Küçük kemik malign tümörünün geniş veya radikal rezeksiyonu,surgical,
614460,"Malign yumuşak doku tümörü rezeksiyonu, derin",surgical,
614470,"Malign yumuşak doku tümörü rezeksiyonu, kompleks",surgical,
614480,"Malign yumuşak doku tümörü rezeksiyonu, pelvis içi",surgical,
614490,"Malign yumuşak doku tümörü rezeksiyonu, yüzeyel",surgical,
614500,Orta kemik malign tümörünün geniş veya radikal rezeksiyonu,surgical,
614510,Orta kemik benign tümörü veya kistinin küretaj veya rezeksiyonu,surgical,
614520,Spine benign kemik tümörü veya kistinin küretaj veya rezeksiyonu,surgical,
614530,Spine malign kemik tümörünin geniş veya radikal rezeksiyonu,surgical,
614540,"Total kapalı eklem rezeksiyonu, büyük eklem",surgical,
614550,"Total kapalı eklem rezeksiyonu, orta eklem",surgical,
614551,Tümör rezeksiyon protezi ile diz artroplastisi,surgical,
614552,Tümör rezeksiyon protezi ile kalça artroplastisi,surgical,
614553,Tümör rezeksiyon protezi ile omuz artroplastisi,surgical,
614554,Tümör rezeksiyon protezi ile dirsek artroplastisi,surgical,
614555,Tümör rezeksiyon protezi ile total büyük kemik ve/veya eklem artroplastisi,surgical,
614556,Metastatik tümörlerde profilaktik fiksasyon,surgical,
614560,Damarlı kemik transplantasyonu,surgical,
614570,"Eklem transplantasyonu, total",surgical,
614580,Kemik defektlerinin yonga greft ile doldurulması,surgical,
614590,Kemik kaydırma yöntemi ile rekonstrüksiyon,surgical,
614600,Kısmi eklem transplantasyonu,surgical,
614610,Masif allogreft ile rekonstrüksiyon,surgical,
614620,"Rezeksiyon artrodezi, büyük eklem",surgical,
614630,"Rezeksiyon artrodezi, küçük eklem",surgical,
614640,"Rezeksiyon artrodezi, orta eklem",surgical,
614650,Segmental greft ile rekonstrüksiyon,surgical,
614660,Modüler tümör protezi ile rekonstrüksiyon,surgical,
614670,Subdural ponksiyon ve efüzyon aspirasyonu,surgical,
614680,Ventriküler ponksiyon,surgical,
614690,Eksternal ventriküler drenaj sistemi yerleştirilmesi,surgical,
614700,İntrakraniyal basınç monitörizasyon kateteri yerleştirilmesi,surgical,
614710,Eksternal lomber drenaj sistemi yerleştirilmesi,surgical,
614720,Uzun süreli video EEG için subdural elektrot konması için cerrahi girişim,surgical,
614730,Uzun süreli video EEG amaçlı Foramen ovale elektrotu için cerrahi girişim,surgical,
614740,Uzun süreli video EEG amaçlı derin elektrot konması için cerrahi girişim,surgical,
614750,Kortikal stimülasyon,surgical,
614760,Elektrokortikografi,surgical,
614770,"Vestibüler nörektomi, transkanal",surgical,
614780,MAI dekompresyonu,surgical,
614790,BOS fistüllerinin onarımı,surgical,
614800,Temporal kemik tümör eksizyonu,surgical,
614810,Akustik tümör eksizyonu,surgical,
614820,"Vestibüler nörektomi, retrosigmoid-retrolabirenter",surgical,
614830,Dekompresyon ameliyatı (AICA),surgical,
614840,Açık kordotomi,surgical,
614850,Baklofen pompa implantasyonu,surgical,
614860,"Derin beyin nörostimülatörü implantasyonu, iki taraf",surgical,
614870,"Derin beyin nörostimülatörü implantasyonu, tek taraf",surgical,
614880,Dorsal kolon stimülasyonu,surgical,
614890,Eksternal radyoşirürji,surgical,
614900,Faset denervasyonu,surgical,
614910,Mikroelektrot kayıt,surgical,
614920,"Mikroelektrot kayıt eşliğinde pallidotomi, iki taraf",surgical,
614930,"Mikroelektrot kayıt eşliğinde pallidotomi, tek taraf",surgical,
614940,"Mikroelektrot kayıt eşliğinde talamotomi, iki taraf",surgical,
614950,"Mikroelektrot kayıt eşliğinde talamotomi, tek taraf",surgical,
614960,Mikroelektrot kayıtla nörostimülatör implantasyonu,surgical,
614970,Mikrovasküler dekompresyon,surgical,
614981,İntraoperatif nöronavigasyon,surgical,
