code,long_name_en,long_name_tr,long_name_tr_source,component,unit_default,scale_typ
34149-5,N-acetyl-L-aspartate [Moles/volume] in Amniotic fluid,N-asetil-L-aspartat:SubKons:Zmlı:Amniyon sv:Kant,composed,N-acetyl-L-aspartate,umol/L,Qn
34150-3,Mycoplasma fermentans DNA [Presence] in Blood by NAA with probe detection,Mycoplasma fermentans DNA:MevcEşik:Zmlı:Kan:Srl:Prob.amf.hdf,composed,Mycoplasma fermentans DNA,,Ord
34151-1,CD10+CD25+ cells [#/volume] in Blood,Hücreler.CD10+CD25+:SayKons:Zmlı:Kan:Kant,composed,Cells.CD10+CD25+,/uL,Qn
34152-9,Herpes simplex virus 1+2 IgM Ab [Titer] in Serum,Herpes simpleks virüsü 1+2 IgM antikoru [Titre] Serumda,llm,Herpes simplex virus 1+2 Ab.IgM,{titer},SemiQn
34153-7,Influenza virus A Ab [Units/volume] in Specimen,İnfluenza virüsü A Ab:SçKons:Zmlı:XXX:Kant,composed,Influenza virus A Ab,[arb'U]/mL,Qn
34154-5,Influenza virus B Ab [Units/volume] in Specimen,İnfluenza virüsü B Ab:SçKons:Zmlı:XXX:Kant,composed,Influenza virus B Ab,[arb'U]/mL,Qn
34155-2,Guanidinoacetate/Creatinine [Molar ratio] in Urine,Guanidinoasetat/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Guanidinoacetate/Creatinine,umol/mol{creat},Qn
34156-0,Insulin.bound [Units/volume] in Serum or Plasma,İnsülin.bound:SçKons:Zmlı:Ser/Plaz:Kant,composed,Insulin.bound,u[IU]/mL,Qn
3415-7,Buprenorphine [Mass/volume] in Urine,Buprenorfin:KütlKons:Zmlı:İdrar:Kant,composed,Buprenorphine,ng/mL,Qn
34157-8,little e Ab [Titer] in Serum or Plasma,Küçük e Antikoru [Titre] Serum veya Plazmada,llm,little e Ab,{titer},SemiQn
34158-6,Histoplasma capsulatum Ag [Units/volume] in Cerebral spinal fluid,Histoplazma Kapsulatum Ag:SçKons:Zmlı:BOS:Kant,composed,Histoplasma capsulatum Ag,[arb'U]/mL,Qn
34159-4,Tau protein [Presence] in Body fluid,Tau protein:MevcEşik:Zmlı:Vücut sv:Srl,composed,Tau protein,,Ord
34160-2,Creatine kinase [Presence] in Body fluid,Kreatin kinaz:MevcEşik:Zmlı:Vücut sv:Srl,composed,Creatine kinase,,Ord
34161-0,Cancer Ag 72-4 [Units/volume] in Body fluid,Kanser Ag 72-4:SçKons:Zmlı:Vücut sv:Kant,composed,Cancer Ag 72-4,[arb'U]/mL,Qn
34162-8,Hepatitis C virus IgG band pattern [Interpretation] in Serum by Immunoblot,Hepatit C virüsü Ab.IgG bant yapısı:İzlnm:Zmlı:Ser:Snf:IB,composed,Hepatitis C virus Ab.IgG band pattern,,Nom
34163-6,Oxygen content in Blood,Oksijen içeriği:SubKons:Zmlı:Kan:Kant,composed,Oxygen content,mol/L,Qn
34164-4,N-Acetylglucosamine-6-Sulfatase [Enzymatic activity/mass] in Tissue,N-asetilglukozamin-6-Sülfataz:Ktlİçrk:Zmlı:Doku:Kant,composed,N-Acetylglucosamine-6-Sulfatase,pmol/H/mg{protein},Qn
3416-5,Buprenorphine [Mass/time] in 24 hour Urine,Buprenorfin:KütlHz:24Sa:İdrar:Kant,composed,Buprenorphine,ng/(24.h),Qn
34165-1,Immature granulocytes [Presence] in Blood by Automated count,Granülositler.olgunlaşmamış:MevcEşik:Zmlı:Kan:Srl:Otomatize sayım,composed,Granulocytes.immature,,Ord
34166-9,Microscopic observation [Identifier] in Specimen by Electron microscopy,Mikroskobik gözlem [Tanımlayıcı] Örnekte elektron mikroskopisi ile,llm,Observation,,Nom
34167-7,Platelets Large [Presence] in Blood by Automated count,Trombositler.byk:MevcEşik:Zmlı:Kan:Srl:Otomatize sayım,composed,Platelets.large,,Ord
34168-5,Sulfocysteine/Creatinine [Ratio] in Urine,Sülfosistein/Kreatinin:Oran:Zmlı:İdrar:Kant,composed,Sulfocysteine/Creatinine,umol/g{creat},Qn
34169-3,Fatty acids.very long chain [Mass/volume] in Serum or Plasma,Yağ asidleri.çok uzun zincirli:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Fatty acids.very long chain,ug/mL,Qn
34170-1,Biopterin [Moles/volume] in Urine,Biyopterin:SubKons:Zmlı:İdrar:Kant,composed,Biopterin,nmol/L,Qn
34171-9,Histoplasma capsulatum Ag [Units/volume] in Specimen,Histoplazma Kapsulatum Ag:SçKons:Zmlı:XXX:Kant,composed,Histoplasma capsulatum Ag,[arb'U]/mL,Qn
34172-7,Streptococcus pneumoniae Danish serotype 6B Ab [Mass/volume] in Serum,Streptococcus pneumoniae Danish serotip 6B antikoru [Kütle/hacim] Serumda,llm,Streptococcus pneumoniae Danish serotype 6B Ab,ug/mL,Qn
3417-3,Butabarbital [Presence] in Serum or Plasma,Butabarbital:MevcEşik:Zmlı:Ser/Plaz:Srl,composed,Butabarbital,,Ord
34173-5,Mixed cellular casts [Presence] in Urine sediment by Light microscopy,Karışık hücresel silendirler:MevcEşik:Zmlı:İdrar sed:Srl:Mikroskopi.ışık,composed,Mixed cellular casts,,Ord
34174-3,Hemoglobin casts [Presence] in Urine sediment by Light microscopy,Hemoglobin silendirleri:MevcEşik:Zmlı:İdrar sed:Srl:Mikroskopi.ışık,composed,Hemoglobin casts,,Ord
34175-0,Analgesics [Identifier] in Serum or Plasma,Analjezikler:MevcKimlik:Zmlı:Ser/Plaz:Snf,composed,Analgesics,,Nom
34176-8,Tricyclic antidepressants [Presence] in Specimen,Trisiklik antidepresantlar:MevcEşik:Zmlı:XXX:Srl,composed,Tricyclic antidepressants,,Ord
34177-6,Opiates [Presence] in Specimen,Opiyatlar:MevcEşik:Zmlı:XXX:Srl,composed,Opiates,,Ord
34178-4,Phenothiazines [Presence] in Specimen,Fenotiazinler:MevcEşik:Zmlı:XXX:Srl,composed,Phenothiazines,,Ord
34179-2,Herpes virus 6 IgG Ab [Titer] in Serum by Immunoassay,Herpes virüsü 6 IgG antikoru [Titre] Serumda immünoassay ile,llm,Herpes virus 6 Ab.IgG,{titer},SemiQn
341-8,Miocamycin [Susceptibility] by Serum bactericidal titer,Miyokamisin [Duyarlılık] Serum bakterisidal titresi ile,llm,Miocamycin,{titer},SemiQn
34180-0,Ethanol [Presence] in Urine by Confirmatory method,Etanol:MevcEşik:Zmlı:İdrar:Srl:Onay,composed,Ethanol,,Ord
3418-1,Butabarbital [Mass/volume] in Serum or Plasma,Butabarbital:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Butabarbital,ug/mL,Qn
34181-8,Methanol [Presence] in Urine by Confirmatory method,Metanol:MevcEşik:Zmlı:İdrar:Srl:Onay,composed,Methanol,,Ord
34182-6,Methaqualone metabolite [Presence] in Serum or Plasma by Confirmatory method,Metakualon metabolit:MevcEşik:Zmlı:Ser/Plaz:Srl:Onay,composed,Methaqualone metabolite,,Ord
34183-4,Beta globulin/Protein.total in 24 hour Urine,Beta globulin/Protein.total:KütlFr:24Sa:İdrar:Kant,composed,Beta globulin/Protein.total,%,Qn
34184-2,Gamma globulin/Protein.total in 24 hour Urine,Gamma globulin/Protein.total:KütlFr:24Sa:İdrar:Kant,composed,Gamma globulin/Protein.total,%,Qn
34185-9,methIMAzole [Mass/time] in 24 hour Urine,Metimazol:KütlHz:24Sa:İdrar:Kant,composed,methIMAzole,ug/(24.h),Qn
34186-7,Para aminobenzoate [Mass/time] in 24 hour Urine,Para aminobenzoat:KütlHz:24Sa:İdrar:Kant,composed,Para aminobenzoate,mg/(24.h),Qn
34187-5,DNA double strand Ab [Titer] in Serum by Immunofluorescence (IF) Crithidia luciliae,DNA çift sarmal Antikor [Titre] Serumda İmmünfloresan (IF) Crithidia luciliae ile,llm,DNA double strand Ab,{titer},SemiQn
34188-3,Nucleated erythrocytes [Presence] in Blood,Eritrositler.çekirdekli:MevcEşik:Zmlı:Kan:Srl,composed,Erythrocytes.nucleated,,Ord
34189-1,aPTT.factor substitution in Platelet poor plasma --30M post incubation with normal plasma,Koagülasyon yüzeyi uyarılmış.faktör eklenmesi^30dk snr inkübasyon normal plazma eklenmesinden sonra:Süre:Zmlı:TFkP:Kant,composed,Coagulation surface induced.factor substitution^30M post incubation after addition of normal plasma,s,Qn
34190-9,Thermoactinomyces vulgaris IgG Ab [Mass/volume] in Serum,Thermoactinomyces vulgaris Ab.IgG:KütlKons:Zmlı:Ser:Kant,composed,Thermoactinomyces vulgaris Ab.IgG,mg/L,Qn
34191-7,Beta glucuronidase [Enzymatic activity/volume] in Specimen,Beta glukuronidaz:KtlKons:Zmlı:XXX:Kant,composed,Beta glucuronidase,mU/L,Qn
34192-5,Beta galactosidase [Presence] in Amniotic fluid cells,Beta galaktozidaz:MevcEşik:Zmlı:Amniyon sv hücreleri:Srl,composed,Beta galactosidase,,Ord
34193-3,SMPD1 gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal,"SMPD1 geni mutasyonlar, test edilen:MevcKimlik:Zmlı:Kan/Dk:Snf:Molgen",composed,SMPD1 gene mutations tested for,,Nom
34194-1,Fructose [Mass/volume] in Body fluid,Fruktoz:KütlKons:Zmlı:Vücut sv:Kant,composed,Fructose,mg/dL,Qn
34196-6,C Ab [Titer] in Serum or Plasma,C Antikoru [Titre] Serum veya Plazmada,llm,C Ab,{titer},SemiQn
34197-4,Salicylamide [Mass/volume] in Serum or Plasma --trough,Salisilamid^en düşük:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Salicylamide^trough,ug/mL,Qn
34198-2,Salicylamide [Mass/volume] in Serum or Plasma --peak,Salisilamid^tepe:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Salicylamide^peak,ug/mL,Qn
3419-9,Butabarbital [Presence] in Urine,Butabarbital:MevcEşik:Zmlı:İdrar:Srl,composed,Butabarbital,,Ord
34199-0,Neutrophils.hypersegmented [Presence] in Blood by Automated count,Nötrofiller.hipersegmentlenmiş:MevcEşik:Zmlı:Kan:Srl:Otomatize sayım,composed,Neutrophils.hypersegmented,,Ord
34200-6,Nucleated erythrocytes [Presence] in Blood by Automated count,Eritrositler.çekirdekli:MevcEşik:Zmlı:Kan:Srl:Otomatize sayım,composed,Erythrocytes.nucleated,,Ord
34201-4,Cytomegalovirus [Presence] in Amniotic fluid by Organism specific culture,Cytomegalovirus:MevcEşik:Zmlı:Amniyon sv:Srl:Etken spesifik kültür,composed,Cytomegalovirus,,Ord
34202-2,Linezolid [Mass/volume] in Serum or Plasma,Linezolid:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Linezolid,ug/mL,Qn
34203-0,SCA12 gene CAG repeats [Presence] in Blood or Tissue by Molecular genetics method,SCA12 geni.CAG tekrarları:MevcEşik:Zmlı:Kan/Dk:Srl:Molgen,composed,SCA12 gene.CAG repeats,,Ord
34204-8,11-Deoxycortisol [Moles/volume] in 24 hour Urine,11-Deoksikortizol:SubKons:24Sa:İdrar:Kant,composed,11-Deoxycortisol,nmol/L,Qn
34205-5,11-Deoxycortisol [Moles/volume] in Urine,11-Deoksikortizol:SubKons:Zmlı:İdrar:Kant,composed,11-Deoxycortisol,nmol/L,Qn
34206-3,11-Deoxycortisol/Creatinine [Molar ratio] in Urine,11-Deoksikortizol/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,11-Deoxycortisol/Creatinine,umol/mol{creat},Qn
3420-7,Butalbital [Presence] in Serum or Plasma,Butalbital:MevcEşik:Zmlı:Ser/Plaz:Srl,composed,Butalbital,,Ord
34207-1,11-Hydroxyandrosterone [Moles/volume] in 24 hour Urine,11-Hidroksiandrosteron:SubKons:24Sa:İdrar:Kant,composed,11-Hydroxyandrosterone,umol/L,Qn
34208-9,11-Hydroxyandrosterone [Moles/volume] in Urine,11-Hidroksiandrosteron:SubKons:Zmlı:İdrar:Kant,composed,11-Hydroxyandrosterone,umol/L,Qn
34209-7,11-Hydroxyandrosterone/Creatinine [Molar ratio] in Urine,11-Hidroksiandrosteron/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,11-Hydroxyandrosterone/Creatinine,umol/mol{creat},Qn
34210-5,11-Hydroxyetiocholanolone [Moles/volume] in 24 hour Urine,11-Hidroksietiyokolanolon:SubKons:24Sa:İdrar:Kant,composed,11-Hydroxyetiocholanolone,umol/L,Qn
34211-3,11-Hydroxyetiocholanolone [Moles/volume] in Urine,11-Hidroksietiyokolanolon:SubKons:Zmlı:İdrar:Kant,composed,11-Hydroxyetiocholanolone,umol/L,Qn
34212-1,11-Hydroxyetiocholanolone/Creatinine [Molar ratio] in Urine,11-Hidroksietiyokolanolon/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,11-Hydroxyetiocholanolone/Creatinine,umol/mol{creat},Qn
34213-9,11-Ketoandrosterone [Moles/volume] in 24 hour Urine,11-Ketoandrosteron:SubKons:24Sa:İdrar:Kant,composed,11-Ketoandrosterone,umol/L,Qn
34214-7,11-Ketoandrosterone [Moles/volume] in Urine,11-Ketoandrosteron:SubKons:Zmlı:İdrar:Kant,composed,11-Ketoandrosterone,umol/L,Qn
3421-5,Butalbital [Presence] in Urine,Butalbital:MevcEşik:Zmlı:İdrar:Srl,composed,Butalbital,,Ord
34215-4,11-Ketoandrosterone/Creatinine [Molar ratio] in Urine,11-Ketoandrosteron/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,11-Ketoandrosterone/Creatinine,umol/mol{creat},Qn
34216-2,11-Ketoetiocholanolone [Moles/volume] in 24 hour Urine,11-Ketoetiyokolanolon:SubKons:24Sa:İdrar:Kant,composed,11-Ketoetiocholanolone,umol/L,Qn
34217-0,11-Ketoetiocholanolone [Moles/volume] in Urine,11-Ketoetiyokolanolon:SubKons:Zmlı:İdrar:Kant,composed,11-Ketoetiocholanolone,umol/L,Qn
34218-8,17-Hydroxycorticosteroids [Moles/volume] in Urine,17-Hidroksikortikosteroidler:SubKons:Zmlı:İdrar:Kant,composed,17-Hydroxycorticosteroids,umol/L,Qn
34219-6,17-Hydroxycorticosteroids/Creatinine [Molar ratio] in Urine,17-Hidroksikortikosteroidler/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,17-Hydroxycorticosteroids/Creatinine,umol/mol{creat},Qn
34220-4,17-Hydroxyprogesterone [Moles/volume] in 24 hour Urine,17-Hidroksiprogesteron:SubKons:24Sa:İdrar:Kant,composed,17-Hydroxyprogesterone,nmol/L,Qn
34221-2,17-Hydroxyprogesterone/Creatinine [Molar ratio] in Urine,17-Hidroksiprogesteron/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,17-Hydroxyprogesterone/Creatinine,nmol/mol{creat},Qn
34222-0,17-Ketosteroids [Moles/volume] in Urine,17-Ketosteroidler:SubKons:Zmlı:İdrar:Kant,composed,17-Ketosteroids,umol/L,Qn
3422-3,Caffeine [Mass/volume] in Serum or Plasma,Kafein:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Caffeine,ug/mL,Qn
34223-8,17-Ketosteroids/Creatinine [Molar ratio] in Urine,17-Ketosteroidler/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,17-Ketosteroids/Creatinine,umol/mol{creat},Qn
34224-6,3-Alpha-Androstanediol glucuronide [Moles/volume] in 24 hour Urine,3-Alfa-Androstanediol glukuronid:SubKons:24Sa:İdrar:Kant,composed,3-Alpha-Androstanediol glucuronide,umol/L,Qn
34225-3,3-Alpha-Androstanediol glucuronide [Moles/volume] in Urine,3-Alfa-Androstanediol glukuronid:SubKons:Zmlı:İdrar:Kant,composed,3-Alpha-Androstanediol glucuronide,umol/L,Qn
34226-1,3-Alpha-Androstanediol glucuronide/Creatinine [Molar ratio] in Urine,3-Alfa-Androstanediol glukuronid/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,3-Alpha-Androstanediol glucuronide/Creatinine,mmol/mol{creat},Qn
34227-9,Acylcarnitine [Moles/time] in 24 hour Urine,Açilkarnitin:SubHz:24Sa:İdrar:Kant,composed,Acylcarnitine,umol/(24.h),Qn
34228-7,Acylcarnitine [Moles/volume] in 24 hour Urine,Açilkarnitin:SubKons:24Sa:İdrar:Kant,composed,Acylcarnitine,umol/L,Qn
34229-5,Acylcarnitine/Creatinine [Molar ratio] in Urine,Açilkarnitin/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Acylcarnitine/Creatinine,umol/mol{creat},Qn
34230-3,Adenosine monophosphate.cyclic [Moles/volume] in 24 hour Urine,Adenozin monofosfat. siklik:SubKons:24Sa:İdrar:Kant,composed,Adenosine monophosphate.cyclic,nmol/L,Qn
3423-1,Caffeine [Presence] in Urine,Kafein:MevcEşik:Zmlı:İdrar:Srl,composed,Caffeine,,Ord
34231-1,Aldosterone/Creatinine [Molar ratio] in Urine,Aldosteron/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Aldosterone/Creatinine,mmol/mol{creat},Qn
34232-9,Pseudallescheria boydii IgG Ab [Presence] in Serum by Immune diffusion (ID),Pseudallescheria boydii Ab.IgG:MevcEşik:Zmlı:Ser:Srl:İmmün difüzyon,composed,Pseudallescheria boydii Ab.IgG,,Ord
34233-7,Alternaria sp IgG Ab [Presence] in Serum by Immune diffusion (ID),Alternaria sp Ab.IgG:MevcEşik:Zmlı:Ser:Srl:İmmün difüzyon,composed,Alternaria sp Ab.IgG,,Ord
34234-5,Ampicillin IgG Ab [Units/volume] in Serum,Ampisilin Ab.IgG:SçKons:Zmlı:Ser:Kant,composed,Ampicillin Ab.IgG,[arb'U]/mL,Qn
34235-2,Amylase/Creatinine [Ratio] in Urine,Amilaz/Kreatinin:Oran:Zmlı:İdrar:Kant,composed,Amylase/Creatinine,umol/g{creat},Qn
34236-0,Androstenediol [Moles/volume] in Urine,Androstenediyol:SubKons:Zmlı:İdrar:Kant,composed,Androstenediol,nmol/L,Qn
34237-8,Androstenediol [Moles/volume] in 24 hour Urine,Androstenediyol:SubKons:24Sa:İdrar:Kant,composed,Androstenediol,nmol/L,Qn
34238-6,Androstenediol/Creatinine [Molar ratio] in Urine,Androstenediyol/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Androstenediol/Creatinine,nmol/mol{creat},Qn
34239-4,Androstenedione [Moles/volume] in 24 hour Urine,Androstenediyon:SubKons:24Sa:İdrar:Kant,composed,Androstenedione,nmol/L,Qn
34240-2,Androstenedione/Creatinine [Molar ratio] in Urine,Androstenediyon/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Androstenedione/Creatinine,nmol/mol{creat},Qn
34241-0,Androsterone [Moles/volume] in 24 hour Urine,Androsteron:SubKons:24Sa:İdrar:Kant,composed,Androsterone,nmol/L,Qn
34242-8,Androsterone [Moles/volume] in Urine,Androsteron:SubKons:Zmlı:İdrar:Kant,composed,Androsterone,nmol/L,Qn
34243-6,Androsterone/Creatinine [Molar ratio] in Urine,Androsteron/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Androsterone/Creatinine,mmol/mol{creat},Qn
34244-4,Arsenic [Moles/time] in 24 hour Urine,Arsenik:SubHz:24Sa:İdrar:Kant,composed,Arsenic,umol/(24.h),Qn
34245-1,Arsenic [Moles/volume] in 24 hour Urine,Arsenik:SubKons:24Sa:İdrar:Kant,composed,Arsenic,umol/L,Qn
34246-9,Ascorbate [Moles/volume] in 24 hour Urine,Askorbat:SubKons:24Sa:İdrar:Kant,composed,Ascorbate,umol/L,Qn
34247-7,Ascorbate [Moles/volume] in Urine,Askorbat:SubKons:Zmlı:İdrar:Kant,composed,Ascorbate,umol/L,Qn
34248-5,Ascorbate/Creatinine [Molar ratio] in Urine,Askorbat/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Ascorbate/Creatinine,umol/mol{creat},Qn
3424-9,Caffeine [Mass/volume] in Urine,Kafein:KütlKons:Zmlı:İdrar:Kant,composed,Caffeine,ug/mL,Qn
34249-3,Asialoganglioside GM2 Ab [Units/volume] in Serum,Asiyalogangliozid GM2 Ab:SçKons:Zmlı:Ser:Kant,composed,Asialoganglioside GM2 Ab,{Index_val},Qn
34250-1,Silver Birch recombinant (rBet v) 4 IgE Ab [Units/volume] in Serum,Betula verrucosa rekombinant (rBet v) 4 Ab.IgE:SçKons:Zmlı:Ser:Kant,composed,Betula verrucosa recombinant (rBet v) 4 Ab.IgE,k[IU]/L,Qn
34251-9,Borrelia garinii IgG Ab [Presence] in Serum by Immunoblot,Borrelia garinii Ab.IgG:MevcEşik:Zmlı:Ser:Srl:IB,composed,Borrelia garinii Ab.IgG,,Ord
34252-7,Borrelia garinii IgM Ab [Presence] in Serum by Immunoblot,Borrelia garinii Ab.IgM:MevcEşik:Zmlı:Ser:Srl:IB,composed,Borrelia garinii Ab.IgM,,Ord
34253-5,C peptide [Moles/volume] in Urine,C peptid:SubKons:Zmlı:İdrar:Kant,composed,C peptide,nmol/L,Qn
34254-3,Cadmium [Moles/volume] in 24 hour Urine,Kadmiyum:SubKons:24Sa:İdrar:Kant,composed,Cadmium,nmol/L,Qn
34255-0,Cadmium [Moles/time] in Urine,Kadmiyum:SubHz:Zmlı:İdrar:Kant,composed,Cadmium,,Qn
3425-6,Cannabinoids [Presence] in Serum or Plasma,Kannabinoidler:MevcEşik:Zmlı:Ser/Plaz:Srl,composed,Cannabinoids,,Ord
34256-8,Cancer Ag 50 [Units/volume] in Serum or Plasma,Kanser Ag 50:SçKons:Zmlı:Ser/Plaz:Kant,composed,Cancer Ag 50,k[arb'U]/L,Qn
34257-6,Carnitine [Moles/volume] in 24 hour Urine,Karnitin:SubKons:24Sa:İdrar:Kant,composed,Carnitine,umol/L,Qn
34258-4,Carnitine free (C0) [Moles/volume] in 24 hour Urine,Karnitin.serb (C0):SubKons:24Sa:İdrar:Kant,composed,Carnitine.free (C0),umol/L,Qn
34259-2,Carnitine free (C0) [Moles/time] in 24 hour Urine,Karnitin.serb (C0):SubHz:24Sa:İdrar:Kant,composed,Carnitine.free (C0),umol/(24.h),Qn
342-6,Moxalactam [Susceptibility] by Minimum lethal concentration (MLC),Mokzalaktam:Duyr:Zmlı:İzolat:Kant:MLC,composed,Moxalactam,,Qn
34260-0,Catecholamines [Moles/volume] in 24 hour Urine,Katekolaminler:SubKons:24Sa:İdrar:Kant,composed,Catecholamines,nmol/L,Qn
34261-8,Catecholamines [Moles/volume] in Urine,Katekolaminler:SubKons:Zmlı:İdrar:Kant,composed,Catecholamines,nmol/L,Qn
34262-6,Catecholamines/Creatinine [Molar ratio] in Urine,Katekolaminler/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Catecholamines/Creatinine,mmol/mol{creat},Qn
34263-4,Cefaclor IgG Ab [Units/volume] in Serum,Sefaklor Ab.IgG:SçKons:Zmlı:Ser:Kant,composed,Cefaclor Ab.IgG,[arb'U]/mL,Qn
3426-4,Tetrahydrocannabinol [Presence] in Urine,Tetrahidrokannabinol:MevcEşik:Zmlı:İdrar:Srl,composed,Tetrahydrocannabinol,,Ord
34264-2,Chlamydia sp IgA Ab [Titer] in Serum by Immunofluorescence,Chlamydia sp IgA antikoru [Titre] Serumda immünfloresan ile,llm,Chlamydia sp Ab.IgA,{titer},SemiQn
34265-9,Chloride/Creatinine [Molar ratio] in Urine,Klorür/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Chloride/Creatinine,mmol/mol{creat},Qn
