code,description_tr,description_en,parent_code,is_billable
H13.3,Oküler pemfigoid (L12.-†),Ocular pemphigoid,H13,true
H13.8,Başka yerde sınıflanmış diğer hastalıklarda konjuktivanın diğer bozuklukları,Other disorders of conjunctiva in diseases classified elsewhere,H13,true
H15-H22,"Sklera, kornea, iris ve siliyer cisim bozuklukları",,H00-H59,false
H15,Sklera bozuklukları,,H15-H22,false
H15.0,Sklerit,Scleritis,H15,true
H15.1,Episklerit,Episcleritis,H15,true
H15.8,Skleranın diğer bozuklukları,Other disorders of sclera,H15,true
H15.9,"Sklera bozukluğu, tanımlanmamış","Disorder of sclera, unspecified",H15,true
H16,Keratit,,H15-H22,false
H16.0,Korneal ülser,Corneal ulcer,H16,true
H16.1,Konjonktivit olmadan diğer yüzeyel keratit,Other superficial keratitis without conjunctivitis,H16,true
H16.2,Keratokonjonktivit,Keratoconjunctivitis,H16,true
H16.3,İnterstisiyel ve derin keratit,Interstitial and deep keratitis,H16,true
H16.4,Korneal neovaskülarizasyon,Corneal neovascularization,H16,true
H16.8,Diğer keratit,Other keratitis,H16,true
H16.9,"Keratit, tanımlanmamış","Keratitis, unspecified",H16,true
H17,Korneal skarlar ve opasiteler,,H15-H22,false
H17.0,Adheran lökom,Adherent leukoma,H17,true
H17.1,Diğer santral korneal opasiteler,Other central corneal opacity,H17,true
H17.8,Diğer korneal skarlar ve opasiteler,Other corneal scars and opacities,H17,true
H17.9,"Korneal skar ve opasite, tanımlanmamış","Corneal scar and opacity, unspecified",H17,true
H18,Korneanın diğer bozuklukları,,H15-H22,false
H18.0,Korneal pigmentasyon ve birikimler,Corneal pigmentations and deposits,H18,true
H18.1,Büllöz keratopati,Bullous keratopathy,H18,true
H18.2,Diğer korneal ödem,Other corneal oedema,H18,true
H18.3,Korneal membranlarda değişiklikler,Changes in corneal membranes,H18,true
H18.4,Korneal dejenerasyon,Corneal degeneration,H18,true
H18.5,Kalıtsal korneal distrofiler,Hereditary corneal dystrophies,H18,true
H18.6,Keratokonus,Keratoconus,H18,true
H18.7,Diğer korneal deformiteler,Other corneal deformities,H18,true
H18.8,Korneanın diğer tanımlanmış bozuklukları,Other specified disorders of cornea,H18,true
H18.9,"Kornea bozukluğu, tanımlanmamış","Disorder of cornea, unspecified",H18,true
H19,Başka yerde sınıflanmış hastalıklarda sklera ve kornea bozuklukları,,H15-H22,false
H19.0,Başka yerde sınıflanmış hastalıklarda sklerit ve episklerit,Scleritis and episcleritis in diseases classified elsewhere,H19,true
H19.1,Herpesvirüs keratiti ve keratokonjonktiviti (B00.5†),Herpesviral keratitis and keratoconjunctivitis,H19,true
H19.2,Başka yerde sınıflanmış diğer enfeksiyöz ve paraziter hastalıklarda keratit ve keratokonjonktivit,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere,H19,true
H19.3,Başka yerde sınıflanmış diğer hastalıklarda keratit ve keratokonjonktivit,Keratitis and keratoconjunctivitis in other diseases classified elsewhere,H19,true
H19.8,Başka yerde sınıflanmış hastalıklarda kornea ve skleranın diğer bozuklukları,Other disorders of sclera and cornea in diseases classified elsewhere,H19,true
H20,İridosiklit,,H15-H22,false
H20.0,Akut ve subakut iridosiklit,Acute and subacute iridocyclitis,H20,true
H20.1,Kronik iridosiklit,Chronic iridocyclitis,H20,true
H20.2,Lense bağlı iridosiklit,Lens-induced iridocyclitis,H20,true
H20.8,Diğer iridosiklit,Other iridocyclitis,H20,true
H20.9,"İridosiklit, tanımlanmamış","Iridocyclitis, unspecified",H20,true
H21,İris ve siliyer cismin diğer bozuklukları,,H15-H22,false
H21.0,Hifema,Hyphaema,H21,true
H21.1,İris ve siliyer cismin diğer vasküler bozuklukları,Other vascular disorders of iris and ciliary body,H21,true
H21.2,İris ve siliyer cismin dejenerasyonu,Degeneration of iris and ciliary body,H21,true
H21.3,"İris, siliyer cisim ve ön kamara kisti","Cyst of iris, ciliary body and anterior chamber",H21,true
H21.4,Pupiller membranlar,Other disorder of pupillary membranes,H21,true
H21.5,İris ve siliyer cismin diğer adezyonları ve kopmaları,Other adhesions and disruptions of iris and ciliary body,H21,true
H21.8,İris ve siliyer cismin diğer tanımlanmış bozuklukları,Other specified disorders of iris and ciliary body,H21,true
H21.9,"İris ve siliyer cismin bozukluğu, tanımlanmamış","Disorder of iris and ciliary body, unspecified",H21,true
H22,Başka yerde sınıflanmış hastalıklarda iris ve siliyer cismin bozuklukları,,H15-H22,false
H22.0,Başka yerde sınıflanmış enfeksiyöz ve paraziter hastalıklarda iridosiklit,Iridocyclitis in infectious and parasitic diseases classified elsewhere,H22,true
H22.1,Başka yerde sınıflanmış diğer hastalıklarda iridosiklit,Iridocyclitis in other diseases classified elsewhere,H22,true
H22.8,Başka yerde sınıflanmış hastalıklarda iris ve siliyer cismin diğer bozuklukları,Other disorders of iris and ciliary body in diseases classified elsewhere,H22,true
H25-H28,Lens bozuklukları,,H00-H59,false
H25,Senil katarakt,,H25-H28,false
H25.0,Senil yeni başlamış katarakt,Senile incipient cataract,H25,true
H25.1,Senil nükleer katarakt,Senile nuclear cataract,H25,true
H25.2,"Senil katarakt, morgagni tipi","Senile cataract, morgagnian type",H25,true
H25.8,Diğer senil katarakt,Other senile cataract,H25,true
H25.9,"Senil katarakt, tanımlanmamış","Senile cataract, unspecified",H25,true
H26,Diğer katarakt,,H25-H28,false
H26.0,"İnfantil, jüvenil ve presenil katarakt","Infantile, juvenile and presenile cataract",H26,true
H26.1,Travmatik katarakt,Traumatic cataract,H26,true
H26.2,Komplike katarakt,Complicated cataract,H26,true
H26.3,İlaca bağlı katarakt,Drug-induced cataract,H26,true
H26.4,Katarakt sonrası,After-cataract,H26,true
H26.8,Diğer tanımlanmış katarakt,Other specified cataract,H26,true
H26.9,"Katarakt, tanımlanmamış","Cataract, unspecified",H26,true
H27,Lensin diğer bozuklukları,,H25-H28,false
H27.0,Afaki,Aphakia,H27,true
H27.1,Lens dislokasyonu,Dislocation of lens,H27,true
H27.8,Lensin diğer tanımlanmış bozuklukları,Other specified disorders of lens,H27,true
H27.9,"Lens bozukluğu, tanımlanmamış","Disorder of lens, unspecified",H27,true
H28,Başka yerde sınıflanmış hastalıklarda katarakt ve lenslerin diğer bozuklukları,,H25-H28,false
H28.1,"Endokrin, nütrisyonel ve metabolik hastalıklarda katarakt","Cataract in other endocrine, nutritional and metabolic diseases",H28,true
H28.2,Başka yerde sınıflanmış diğer hastalıklarda katarakt,Cataract in other diseases classified elsewhere,H28,true
H28.8,Başka yerde sınıflanmış hastalıklarda lensin diğer bozuklukları,Other disorders of lens in diseases classified elsewhere,H28,true
H30-H36,Koroid ve retina bozuklukları,,H00-H59,false
H30,Koryoretinal enflamasyon,,H30-H36,false
H30.0,Fokal koryoretinal enflamasyon,Focal chorioretinal inflammation,H30,true
H30.1,Yaygın koryoretinal enflamasyon,Disseminated chorioretinal inflammation,H30,true
H30.2,Posterior siklit,Posterior cyclitis,H30,true
H30.8,Diğer koryoretinal enflamasyonlar,Other chorioretinal inflammations,H30,true
H30.9,"Koryoretinal enflamasyon, tanımlanmamış","Chorioretinal inflammation, unspecified",H30,true
H31,Koroidin diğer bozuklukları,,H30-H36,false
H31.0,Koryoretinal skarlar,Chorioretinal scars,H31,true
H31.1,Koroidal dejenerasyon,Choroidal degeneration,H31,true
H31.2,Kalıtsal koroidal distrofi,Hereditary choroidal dystrophy,H31,true
H31.3,Koroid hemorajisi ve rüptürü,Choroidal haemorrhage and rupture,H31,true
H31.4,Koroidal dekolman,Choroidal detachment,H31,true
H31.8,Koroidin diğer tanımlanmış bozuklukları,Other specified disorders of choroid,H31,true
H31.9,"Koroid bozukluğu, tanımlanmamış","Disorder of choroid, unspecified",H31,true
H32,Başka yerde sınıflanmış hastalıklarda koryoretinal bozukluklar,,H30-H36,false
H32.0,Başka yerde sınıflanmış enfeksiyöz ve paraziter hastalıklarda koryoretinal enflamasyon,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere,H32,true
H32.8,Başka yerde sınıflanmış hastalıklarda diğer koryoretinal bozukluklar,Other chorioretinal disorders in diseases classified elsewhere,H32,true
H33,Retina dekolmanları ve yırtıklar,,H30-H36,false
H33.0,Retina yırtığı ile birlikte retina dekolmanı,Retinal detachment with retinal break,H33,true
H33.1,Retinoşizis ve retina kistleri,Retinoschisis and retinal cysts,H33,true
H33.2,Seröz retina dekolmanı,Serous retinal detachment,H33,true
H33.3,Dekolman olmadan retinal yırtıklar,Retinal breaks without detachment,H33,true
H33.4,Retinanın traksiyon dekolmanı,Traction detachment of retina,H33,true
H33.5,Diğer retina dekolmanları,Other retinal detachments,H33,true
H34,Retinal vasküler tıkanmalar,,H30-H36,false
H34.0,Geçici retinal arter tıkanması,Transient retinal artery occlusion,H34,true
H34.1,Santral retinal arter tıkanması,Central retinal artery occlusion,H34,true
H34.2,Diğer retinal arter tıkanmaları,Other retinal artery occlusions,H34,true
H34.8,Diğer retinal vasküler tıkanmalar,Other retinal vascular occlusions,H34,true
H34.9,"Retinal vasküler tıkanma, tanımlanmamış","Retinal vascular occlusion, unspecified",H34,true
H35,Diğer retinal bozukluklar,,H30-H36,false
H35.0,Geçmiş retinopati ve retinal vasküler değişiklikler,Background retinopathy and retinal vascular changes,H35,true
H35.1,Prematürite retinopatisi,Retinopathy of prematurity,H35,true
H35.2,Diğer proliferatif retinopati,Other proliferative retinopathy,H35,true
H35.3,Makula ve arka kutup dejenerasyonu,Degeneration of macula and posterior pole,H35,true
H35.4,Periferik retinal dejenerasyon,Peripheral retinal degeneration,H35,true
H35.5,Kalıtsal retinal distrofi,Hereditary retinal dystrophy,H35,true
H35.6,Retinal hemoraji,Retinal haemorrhage,H35,true
H35.7,Retina tabakalarının ayrılması,Separation of retinal layers,H35,true
H35.8,Diğer tanımlanmış retinal bozukluklar,Other specified retinal disorders,H35,true
H35.9,"Retinal bozukluk, tanımlanmamış","Retinal disorder, unspecified",H35,true
H36,Başka yerde sınıflanmış hastalıklarda retinal bozukluklar,,H30-H36,true
H40-H42,Glokom,,H00-H59,false
H40,Glokom,,H40-H42,false
H40.0,Glokom şüphesi,Glaucoma suspect,H40,true
H40.1,Primer açık açılı glokom,Primary open-angle glaucoma,H40,true
H40.2,Primer açı kapanması glokomu,Primary angle-closure glaucoma,H40,true
H40.3,Göz travmasında sekonder glokom,Glaucoma secondary to eye trauma,H40,true
H40.4,Göz enflamasyonunda sekonder glokom,Glaucoma secondary to eye inflammation,H40,true
H40.5,Diğer göz bozukluklarında sekonder glokom,Glaucoma secondary to other eye disorders,H40,true
H40.6,İlaçlara bağlı sekonder glokom,Glaucoma secondary to drugs,H40,true
H40.8,Diğer glokom,Other glaucoma,H40,true
H40.9,"Glokom, tanımlanmamış","Glaucoma, unspecified",H40,true
H42,Başka yerde sınıflanmış hastalıklarda glokom,,H40-H42,false
H42.0,"Endokrin, nütrisyonel ve metabolik hastalıklarda glokom","Glaucoma in endocrine, nutritional and metabolic diseases",H42,true
H42.8,Başka yerde sınıflanmış diğer hastalıklarda glokom,Glaucoma in other diseases classified elsewhere,H42,true
H43-H45,Vitreus cismi ve göz küresi bozuklukları,,H00-H59,false
H43,Vitreus cismi bozuklukları,,H43-H45,false
H43.0,Vitreus prolapsı,Vitreous prolapse,H43,true
H43.1,Vitreus hemorajisi,Vitreous haemorrhage,H43,true
H43.2,Vitreus cisminde kristal birikimler,Crystalline deposits in vitreous body,H43,true
H43.3,Diğer vitreus opasiteleri,Other vitreous opacities,H43,true
H43.8,Vitreus cisminin diğer bozuklukları,Other disorders of vitreous body,H43,true
H43.9,"Vitreus cismi bozukluğu, tanımlanmamış","Disorder of vitreous body, unspecified",H43,true
H44,Göz küresi bozuklukları,,H43-H45,false
H44.0,Pürülan endoftalmit,Purulent endophthalmitis,H44,true
H44.1,Diğer endoftalmitler,Other endophthalmitis,H44,true
H44.2,Dejeneratif miyopi,Degenerative myopia,H44,true
H44.3,Göz küresinin diğer dejeneratif bozuklukları,Other degenerative disorders of globe,H44,true
H44.4,Göz hipotonisi,Hypotony of eye,H44,true
H44.5,Göz küresinin dejenere durumları,Degenerated conditions of globe,H44,true
H44.6,"Alıkonulmuş (eski) intraoküler yabancı cisim, manyetik","Retained (old) intraocular foreign body, magnetic",H44,true
H44.7,"Alıkonulmuş (eski) intraoküler yabancı cisim, manyetik olmayan","Retained (old) intraocular foreign body, nonmagnetic",H44,true
H44.8,Göz küresinin diğer bozuklukları,Other disorders of globe,H44,true
H44.9,"Göz küresi bozukluğu, tanımlanmamış","Disorder of globe, unspecified",H44,true
H45,Başka yerde sınıflanmış hastalıklarda vitreus cisminin ve göz küresinin bozuklukları,,H43-H45,false
H45.0,Başka yerde sınıflanmış hastalıklarda vitreus hemorajisi,Vitreous haemorrhage in diseases classified elsewhere,H45,true
H45.1,Başka yerde sınıflanmış hastalıklarda endoftalmit,Endophthalmitis in diseases classified elsewhere,H45,true
H45.8,Başka yerde sınıflanmış hastalıklarda vitreus cisminin ve göz küresinin diğer bozuklukları,Other disorders of vitreous body and globe in diseases classified elsewhere,H45,true
H46-H48,Optik sinir ve görme yolları bozuklukları,,H00-H59,false
H46,Optik nörit,Optic neuritis,H46-H48,true
H47,Optik [2nci] sinir ve görme yollarının diğer bozuklukları,,H46-H48,false
H47.0,"Optik sinir bozuklukları, başka yerde sınıflandırılmamış","Disorders of optic nerve, not elsewhere classified",H47,true
H47.1,"Papilödem, tanımlanmamış","Papilloedema, unspecified",H47,true
H47.2,Optik atrofi,Optic atrophy,H47,true
H47.3,Optik diskin diğer bozuklukları,Other disorders of optic disc,H47,true
H47.4,Optik kiazma bozuklukları,Disorders of optic chiasm,H47,true
H47.5,Diğer görme yollarının bozuklukları,Disorders of other visual pathways,H47,true
H47.6,Görme korteksi bozuklukları,Disorders of visual cortex,H47,true
H47.7,"Görme yolları bozukluğu, tanımlanmamış","Disorder of visual pathways, unspecified",H47,true
H48,Başka yerde sınıflanmış hastalıklarda optik [2nci] sinir ve görme yolları bozuklukları,,H46-H48,false
H48.0,Başka yerde sınıflanmış hastalıklarda optik atrofi,Optic atrophy in diseases classified elsewhere,H48,true
H48.1,Başka yerde sınıflanmış hastalıklarda retrobulber nörit,Retrobulbar neuritis in diseases classified elsewhere,H48,true
H48.8,Başka yerde sınıflanmış hastalıklarda optik sinir ve görme yollarının diğer bozuklukları,Other disorders of optic nerve and visual pathways in diseases classified elsewhere,H48,true
H49-H52,"Oküler kaslar, binoküler hareket, akomodasyon ve kırma bozuklukları",,H00-H59,false
H49,Paralitik strabismus,,H49-H52,false
H49.0,Üçüncü [okülomotor] sinir felci,Third [oculomotor] nerve palsy,H49,true
H49.1,Dördüncü [troklear] sinir felci,Fourth [trochlear] nerve palsy,H49,true
H49.2,Altıncı [abdusens] sinir felci,Sixth [abducent] nerve palsy,H49,true
H49.3,Total (eksternal) oftalmopleji,Total (external) ophthalmoplegia,H49,true
H49.4,Progresif eksternal oftalmopleji,Progressive external ophthalmoplegia,H49,true
H49.8,Diğer paralitik strabismus,Other paralytic strabismus,H49,true
H49.9,"Paralitik strabismus, tanımlanmamış","Paralytic strabismus, unspecified",H49,true
H50,Diğer strabismus,,H49-H52,false
H50.0,Konverjans ile strabismus,Convergent concomitant strabismus,H50,true
H50.1,Diverjans ile strabismus,Divergent concomitant strabismus,H50,true
H50.2,Vertikal strabismus,Vertical strabismus,H50,true
H50.3,İntermitan heterotrofi,Intermittent heterotropia,H50,true
H50.4,Diğer ve tanımlanmamış heterotrofi,Other and unspecified heterotropia,H50,true
H50.5,Heterofori,Heterophoria,H50,true
H50.6,Mekanik strabismus,Mechanical strabismus,H50,true
H50.8,Diğer tanımlanmış strabismus,Other specified strabismus,H50,true
H50.9,"Strabismus, tanımlanmamış","Strabismus, unspecified",H50,true
H51,Binoküler hareketin diğer bozuklukları,,H49-H52,false
H51.0,Konjüge bakış felci,Palsy of conjugate gaze,H51,true
H51.1,Konverjans yetmezliği ve fazlalığı,Convergence insufficiency and excess,H51,true
H51.2,İnternükleer oftalmopleji,Internuclear ophthalmoplegia,H51,true
H51.8,Binoküler hareketin diğer tanımlanmış bozuklukları,Other specified disorders of binocular movement,H51,true
H51.9,"Binoküler hareket bozukluğu, tanımlanmamış","Disorder of binocular movement, unspecified",H51,true
H52,Kırma ve akomodasyon bozuklukları,,H49-H52,false
H52.0,Hipermetropi,Hypermetropia,H52,true
H52.1,Miyopi,Myopia,H52,true
H52.2,Astigmatizm,Astigmatism,H52,true
H52.3,Anizometri ve anizekoni,Anisometropia and aniseikonia,H52,true
H52.4,Presbiyopi,Presbyopia,H52,true
H52.5,Akomodasyon bozuklukları,Disorders of accommodation,H52,true
H52.6,Diğer kırma bozuklukları,Other disorders of refraction,H52,true
H52.7,"Kırma bozukluğu, tanımlanmamış","Disorder of refraction, unspecified",H52,true
H53-H54,Görme bozuklukları ve körlük,,H00-H59,false
H53,Görme bozuklukları,,H53-H54,false
H53.0,Ambliyopi ex anopsi,Amblyopia ex anopsia,H53,true
H53.1,Subjektif görme bozuklukları,Subjective visual disturbances,H53,true
H53.2,Diplopi,Diplopia,H53,true
H53.3,Diğer binoküler görme bozuklukları,Other disorders of binocular vision,H53,true
H53.4,Görme alanı defektleri,Visual field defects,H53,true
