atc_code,description_en,description_tr,description_tr_source
A16AB05,laronidase,laronidaz,titck
A16AB06,sacrosidase,sakrosidaz,llm
A16AB07,alglucosidase alfa,alglukosidaz alfa,titck
A16AB08,galsulfase,galsülfaz,titck
A16AB09,idursulfase,idursulfaz,titck
A16AB10,velaglucerase alfa,velagluseraz alfa,titck
A16AB11,taliglucerase alfa,taligluseraz alfa,titck
A16AB12,elosulfase alfa,elosulfaz alfa,llm
A16AB13,asfotase alfa,asfotase alfa,titck
A16AB14,sebelipase alfa,sebelipaz alfa,titck
A16AB15,velmanase alfa,velmanaz alfa,llm
A16AB16,idursulfase beta,idursulfaz beta,llm
A16AB17,cerliponase alfa,serliponaz alfa,llm
A16AB18,vestronidase alfa,vestronidaz alfa,titck
A16AB19,pegvaliase,pegvalyaz,llm
A16AB20,pegunigalsidase alfa,pegunigalsidaz alfa,llm
A16AB21,atidarsagene autotemcel,atidarsajen ototemsel,llm
A16AB22,avalglucosidase alfa,avalglukozidaz alfa,titck
A16AB23,cipaglucosidase alfa,sipaglukosidaz alfa,llm
A16AB24,pegzilarginase,pegzilarjinaz,llm
A16AB25,olipudase alfa,olipudaz alfa,titck
A16AB26,eladocagene exuparvovec,eladokajen eksuparvovek,llm
A16AB27,pabinafusp alfa,pabinafusp alfa,llm
A16AB28,verenafusp alfa,verenafusp alfa,llm
A16AB29,rebisufligene etisparvovec,rebisufligen etisparvovek,llm
A16AX01,thioctic acid,alfa lipoik asit (tioktik asit),titck
A16AX02,anethole trithione,anetol tritiyon,llm
A16AX03,sodium phenylbutyrate,sodyum fenilbütirat,titck
A16AX04,nitisinone,nitisinon,titck
A16AX05,zinc acetate,çinko asetat,llm
A16AX06,miglustat,miglustat,titck
A16AX07,sapropterin,sapropterin dihidroklorür,titck
A16AX08,teduglutide,teduglutid,llm
A16AX09,glycerol phenylbutyrate,gliserol fenilbütirat,llm
A16AX10,eliglustat,eliglustat tartarat,titck
A16AX11,sodium benzoate,sodyum benzoat,llm
A16AX12,trientine,trientin hidroklorür,titck
A16AX13,uridine triacetate,uridin triasetat,llm
A16AX14,migalastat,migalastat hidroklorür,titck
A16AX15,telotristat,telotristat,llm
A16AX16,givosiran,givosiran,llm
A16AX17,triheptanoin,triheptanoin,llm
A16AX18,lumasiran,lumasiran,llm
A16AX19,fosdenopterin,fosdenopterin,llm
A16AX20,lonafarnib,lonafarnib,llm
A16AX21,elivaldogene autotemcel,elivaldojen ototemsel,llm
A16AX22,tiomolibdic acid,tiomolibdik asit,llm
A16AX23,leriglitazone,leriglitazon,llm
A16AX24,govorestat,govorestat,llm
A16AX25,nedosiran,nedosiran,llm
A16AX26,glepaglutide,glepaglutid,llm
A16AX27,apraglutide,apraglutid,llm
A16AX28,sepiapterin,sepiapterin,llm
A16AX29,doxecitine and doxribtimine,doksesitin ve doksribtimin,llm
A16AX30,sodium benzoate and sodium phenylacetate,sodyum benzoat ve sodyum fenilasetat,llm
B01AA01,dicoumarol,dikumarol,llm
B01AA02,phenindione,fenindion,llm
B01AA03,warfarin,varfarin sodyum,titck
B01AA04,phenprocoumon,fenprokumon,llm
B01AA07,acenocoumarol,asenokumarol,llm
B01AA08,ethyl biscoumacetate,etil biskumasetat,llm
B01AA09,clorindione,klorindion,llm
B01AA10,diphenadione,difenadion,llm
B01AA11,tioclomarol,tioklomarol,llm
B01AA12,fluindione,fluindion,llm
B01AB01,heparin,heparin sodyum,titck
B01AB02,antithrombin III,antithrombin iii,titck
B01AB04,dalteparin,dalteparin,llm
B01AB05,enoxaparin,enoksaparin sodyum,titck
B01AB06,nadroparin,nadroparin,llm
B01AB07,parnaparin,parnaparin,llm
B01AB08,reviparin,reviparin,llm
B01AB09,danaparoid,danaparoid,llm
B01AB10,tinzaparin,tinzaparin,llm
B01AB11,sulodexide,sulodexide,titck
B01AB12,bemiparin,bemiparin sodyum,titck
B01AB51,"heparin, combinations","heparin, kombinasyonlar",llm
B01AC01,ditazole,ditazol,llm
B01AC02,cloricromen,klorikromen,llm
B01AC03,picotamide,pikotamid,llm
B01AC04,clopidogrel,klopidogrel bisülfat,titck
B01AC05,ticlopidine,tiklopidin hidroklorür,titck
B01AC06,acetylsalicylic acid,asetilsalisilik asit,titck
B01AC07,dipyridamole,dipiridamol,titck
B01AC08,carbasalate calcium,karbasalat kalsiyum,llm
B01AC09,epoprostenol,epoprostenol sodyum,titck
B01AC10,indobufen,indobufen,llm
B01AC11,iloprost,iloprost,titck
B01AC13,abciximab,absiksimab,titck
B01AC15,aloxiprin,aloksiprin,llm
B01AC16,eptifibatide,eptifibatid,titck
B01AC17,tirofiban,tirofiban baz,titck
B01AC18,triflusal,triflusal,llm
B01AC19,beraprost,beraprost,llm
B01AC21,treprostinil,treprostinil sodyum,titck
B01AC22,prasugrel,prasugrel,titck
B01AC23,cilostazol,cilostazol,titck
B01AC24,ticagrelor,tikagrelor,titck
B01AC25,cangrelor,kangrelor tetrasodyum,titck
B01AC26,vorapaxar,vorapaksar,llm
B01AC27,selexipag,seleksipag,titck
B01AC28,limaprost,limaprost,llm
B01AC30,combinations,"klopidogrel, asetil salisilik asit",titck
B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors","asetilsalisilik asit, proton pompası inhibitörleri ile kombinasyonlar",llm
B01AD01,streptokinase,streptokinaz,llm
B01AD02,alteplase,alteplaz,titck
B01AD03,anistreplase,anistreplaz,llm
B01AD04,urokinase,ürokinaz,llm
B01AD05,fibrinolysin,fibrinolizin,llm
B01AD06,brinase,brinaz,llm
B01AD07,reteplase,reteplase,titck
B01AD08,saruplase,saruplaz,llm
B01AD09,ancrod,ankrod,llm
B01AD10,drotrecogin alfa (activated),drotrekogin alfa (aktive),llm
B01AD11,tenecteplase,tenecteplase,titck
B01AD12,protein C,insan protein c,titck
B01AD13,apadamtase alfa and cinaxadamtase alfa,apadamtaz alfa ve sinaksadamtaz alfa,llm
B01AE01,desirudin,desirudin,llm
B01AE02,lepirudin,lepirudin,llm
B01AE03,argatroban,argatroban monohidrat,titck
B01AE04,melagatran,melagatran,llm
B01AE05,ximelagatran,ksimelagatran,llm
B01AE06,bivalirudin,bivalirudin,titck
B01AE07,dabigatran etexilate,dabigatran etexilate,titck
B01AF01,rivaroxaban,rivaroksaban,titck
B01AF02,apixaban,apiksaban,titck
B01AF03,edoxaban,edoksaban tosilat,titck
B01AF04,betrixaban,betriksaban,llm
B01AF51,rivaroxaban and acetylsalicylic acid,rivaroksaban ve asetilsalisilik asit,llm
B01AX01,defibrotide,defibrotid,llm
B01AX04,dermatan sulfate,dermatan sülfat,llm
B01AX05,fondaparinux,fondaparinuks sodyum,titck
B01AX07,caplacizumab,caplacizumab,titck
B02AA01,aminocaproic acid,aminokaproik asit,llm
B02AA02,tranexamic acid,traneksamik asit,titck
B02AA03,aminomethylbenzoic acid,aminometilbenzoik asit,llm
B02AB01,aprotinin,aprotinin,titck
B02AB02,alfa1 antitrypsin,i̇nsan alfa-1 proteinaz inhibitörü,titck
B02AB04,camostat,kamostat,llm
B02AB05,ulinastatin,ulinastatin,llm
B02BA01,phytomenadione,phytomenadione,titck
B02BA02,menadione,menadione,titck
B02BB01,"fibrinogen, human",i̇nsan fibrinojeni,titck
B02BC01,absorbable gelatin sponge,emilebilir jelatin sünger,llm
B02BC02,oxidized cellulose,okside selüloz,llm
B02BC03,tetragalacturonic acid hydroxymethylester,tetragalakturonik asit hidroksimetilester,llm
B02BC05,adrenalone,adrenalon,llm
B02BC06,thrombin,trombin,llm
B02BC07,collagen,kolajen,llm
B02BC08,calcium alginate,kalsiyum aljinat,llm
B02BC09,epinephrine,epinefrin,llm
B02BC30,combinations,"insan fibrinojeni, aprotinin, insan trombini, kalsiyum klorür dihidrat",titck
B02BD01,"coagulation factor IX, II, VII and X in combination","faktör ii, faktör vii, faktör ix, faktör x, protein-c ve protein-s",titck
B02BD02,coagulation factor VIII,efmoroktokog alfa,titck
B02BD03,factor VIII inhibitor bypassing activity,faktör viii inhibitör by-pass aktivitesine sahip insan plazma proteini,titck
B02BD04,coagulation factor IX,eftrenonakog alfa (rekombinant i̇nsan pıhtılaşma faktörü ix),titck
B02BD05,coagulation factor VII,koagülasyon faktörü vii,llm
B02BD06,von Willebrand factor and coagulation factor VIII in combination,insan koagülasyon faktörü viii ve von willebrand faktörü,titck
B02BD07,coagulation factor XIII,koagülasyon faktörü xiii,llm
B02BD08,coagulation factor VIIa,eptacog alfa aktifleştirilmiş,titck
B02BD10,von Willebrand factor,von willebrand faktörü,llm
B02BD11,catridecacog,katridekakog,llm
B02BD13,coagulation factor X,i̇nsan koagülasyon faktörü x,titck
B02BD14,susoctocog alfa,susoktokog alfa,llm
B02BD15,valoctocogene roxaparvovec,valoktokogen roksaparvovek,llm
B02BD16,etranacogene dezaparvovec,etranakogen dezaparvovek,llm
B02BD17,fidanacogene elaparvovec,fidanakogen elaparvovek,llm
B02BD18,arvenacogene sanparvovec,arvenakogen sanparvovek,llm
B02BD30,thrombin,trombin,llm
B02BX01,etamsylate,etamsilat,llm
B02BX02,carbazochrome,karbazokrom,llm
B02BX03,batroxobin,batroksobin,llm
B02BX04,romiplostim,romiplostim,titck
B02BX05,eltrombopag,eltrombopag olamin,titck
B02BX06,emicizumab,emicizumab,titck
B02BX07,lusutrombopag,lusutrombopag,llm
B02BX08,avatrombopag,avatrombopag,llm
B02BX09,fostamatinib,fostamatinib,llm
B02BX10,concizumab,konsizumab,llm
B02BX11,marstacimab,marstacimab,titck
B02BX12,fitusiran,fitusiran,llm
B03AA01,ferrous glycine sulfate,demir (ii) glisinsülfat kompleksi,titck
B03AA02,ferrous fumarate,fe²'ye ekivalen ferrum fumarat,titck
B03AA03,ferrous gluconate,ferröz glukonat,llm
B03AA04,ferrous carbonate,ferröz karbonat,llm
B03AA05,ferrous chloride,ferröz klorür,llm
B03AA06,ferrous succinate,ferröz süksinat,llm
B03AA07,ferrous sulfate,"demir ii sülfat, mukoproteaz",titck
B03AA08,ferrous tartrate,ferröz tartarat,llm
B03AA09,ferrous aspartate,ferröz aspartat,llm
B03AA10,ferrous ascorbate,ferröz askorbat,llm
B03AA11,ferrous iodine,ferröz iyodür,llm
B03AA12,ferrous sodium citrate,ferröz sodyum sitrat,llm
B03AB01,ferric sodium citrate,ferrik sodyum sitrat,llm
B03AB02,saccharated iron oxide,sakkarat demir oksit,llm
B03AB03,sodium feredetate,sodyum feredetat,llm
B03AB04,ferric hydroxide,ferrik hidroksit,llm
B03AB05,ferric oxide polymaltose complexes,demir iii hidroksit polimaltoz kompleksi,titck
B03AB07,chondroitin sulfate-iron complex,kondroitin sülfat-demir kompleksi,llm
B03AB08,ferric acetyl transferrin,ferrik asetil transferrin,llm
B03AB09,ferric proteinsuccinylate,demir protein süksinilat,titck
B03AB10,ferric maltol,ferrik maltol,llm
B03AD01,ferrous amino acid complex and folic acid,demir amino asit kompleksi ve folik asit,llm
B03AD02,ferrous fumarate and folic acid,"ferrofumarate, folik asit",titck
B03AD03,ferrous sulfate and folic acid,"demir ii sülfat, folik asit, mukoproteaz",titck
B03AD04,ferric oxide polymaltose complexes and folic acid,"demir iii hidroksi polimaltoz kompleksi, folik asit hidrat",titck
B03AD05,ferrous gluconate and folic acid,ferröz glukonat ve folik asit,llm
B03AE01,"iron, vitamin B12 and folic acid","demir(ii)-glisin, sülfatkompleksi, folik asit, b12 vitamin",titck
B03AE02,"iron, multivitamins and folic acid","tiamine mononitrate (vitamin b1), riboflavin (vitaminb2), nicotinamide (vitamin b3) , calcium pantothenate(vitamin b5), pyridoxine hydrochloride (vitamin b6), folicacid (vitamin b9), cyanocobalamin (vitamin b12),askorbik asit (vitamin c), ferrous fumarate",titck
B03AE03,iron and multivitamins,iron and multivitamins,titck
B03AE04,"iron, multivitamins and minerals","demir, multivitaminler ve mineraller",llm
B03AE10,various combinations,vitamins with minerals,titck
B03BA01,cyanocobalamin,siyanokobalamin,titck
B03BA02,cyanocobalamin tannin complex,cyanocobalamin tannin complex,titck
B03BA03,hydroxocobalamin,hidroksokobalamin,llm
B03BA04,cobamamide,cobamamide,titck
B03BA05,mecobalamin,mekobalamin,llm
B03BA51,"cyanocobalamin, combinations","folic acid, combinations",titck
B03BA53,"hydroxocobalamin, combinations",hidroksikobalamin/tiamin/piridoksin/lidokain,titck
B03BB01,folic acid,folik asit,titck
B03BB51,"folic acid, combinations","folic acid, combinations",titck
B03XA01,erythropoietin,epoetin zeta,titck
B03XA02,darbepoetin alfa,darbepoetin alfa,titck
B03XA03,methoxy polyethylene glycol-epoetin beta,metoksi polietilen glikol/epoetin beta,titck
B03XA04,peginesatide,peginesatid,llm
B03XA05,roxadustat,roksadustat,titck
B03XA06,luspatercept,luspatersept,titck
B03XA07,daprodustat,daprodustat,llm
B03XA08,vadadustat,vadadustat,llm
B03XA09,molidustat,molidustat,llm
B03XA10,efepoetin alfa,efepoetin alfa,llm
B05AA01,albumin,albumin,titck
B05AA02,other plasma protein fractions,diğer plazma protein fraksiyonları,llm
B05AA03,fluorocarbon blood substitutes,florokarbon kan ikameleri,llm
B05AA05,dextran,dekstran+sodyum klorür,titck
B05AA06,gelatin agents,gelatin agents,titck
B05AA07,hydroxyethylstarch,hydroxyethylstarch,titck
B05AA08,hemoglobin crosfumaril,hemoglobin krosfumaril,llm
B05AA09,hemoglobin raffimer,hemoglobin rafimer,llm
B05AA10,hemoglobin glutamer (bovine),hemoglobin glutamer (sığır),llm
B05AX01,erythrocytes,eritrositler,llm
B05AX02,thrombocytes,trombositler,llm
B05AX03,blood plasma,kan plazması,llm
B05AX04,stem cells from umbilical cord blood,göbek kordonu kanından kök hücreler,llm
B05BA01,amino acids,amino acids,titck
B05BA02,fat emulsions,fat emulsions,titck
B05BA03,carbohydrates,dekstroz monohidrat,titck
B05BA04,protein hydrolysates,protein hidrolizatları,llm
B05BA10,combinations,combinations,titck
B05BB01,electrolytes,electrolytes,titck
B05BB02,electrolytes with carbohydrates,"dekstroz monohidrat, sodyum klorür",titck
B05BB03,trometamol,trometamol,llm
B05BB04,electrolytes in combination with other drugs,diğer ilaçlarla kombinasyon halinde elektrolitler,llm
B05BC01,mannitol,mannitol,titck
B05BC02,carbamide,karbamid,llm
B05CA01,cetylpyridinium,setilpiridinyum,llm
B05CA02,chlorhexidine,klorheksidin,llm
B05CA03,nitrofural,nitrofural,llm
B05CA04,sulfamethizole,sülfametizol,llm
B05CA05,taurolidine,taurolidin,llm
B05CA06,mandelic acid,mandelik asit,llm
B05CA07,noxytiolin,noksitiolin,llm
B05CA08,ethacridine lactate,etakridin laktat,llm
B05CA09,neomycin,neomisin,llm
B05CA10,combinations,kombinasyonlar,llm
B05CB01,sodium chloride,sodyum klorür,titck
B05CB02,sodium citrate,sodyum sitrat,llm
B05CB03,magnesium citrate,magnezyum sitrat,llm
B05CB04,sodium bicarbonate,sodyum bikarbonat,llm
B05CB10,combinations,kombinasyonlar,llm
B05CX01,glucose,glikoz,llm
B05CX02,sorbitol,sorbitol,llm
B05CX03,glycine,glisin,titck
B05CX04,mannitol,mannitol,titck
B05CX10,combinations,kombinasyonlar,llm
B05XA01,potassium chloride,potasyum klorür,titck
B05XA02,sodium bicarbonate,sodyum bikarbonat,titck
B05XA03,sodium chloride,sodyum klorür,titck
B05XA04,ammonium chloride,amonyum klorür,llm
B05XA05,magnesium sulfate,magnezyum sülfat,llm
B05XA06,"potassium phosphate, incl. combinations with other potassium salts",dipotasyum fosfat/potasyum dihidrajen fosfat,titck
B05XA07,calcium chloride,kalsiyum klorür,llm
B05XA08,sodium acetate,sodyum asetat,llm
B05XA09,sodium phosphate,sodyum fosfat,llm
B05XA10,magnesium phosphate,magnezyum fosfat,llm
B05XA11,magnesium chloride,magnezyum klorür,llm
B05XA12,zinc chloride,çinko klorür,llm
B05XA13,hydrochloric acid,hidroklorik asit,llm
B05XA14,sodium glycerophosphate,sodium glycerophosphate,titck
B05XA15,potassium lactate,potasyum laktat,llm
B05XA16,cardioplegia solutions,kardiyopleji çözeltileri,llm
B05XA17,potassium acetate,potasyum asetat,llm
B05XA18,zinc sulfate,çinko sülfat,llm
B05XA19,calcium gluconate,kalsiyum glukonat,llm
B05XA20,sodium selenite,sodyum selenit,llm
B05XA30,combinations of electrolytes,"sodyum asetat trihidrat, sodyum klorür, potasyum klorür, sodyum sitrat dihidrat, kalsiyum klorür dihidrat, magnezyum klorür hekzahidrat",titck
B05XA31,electrolytes in combination with other drugs,diğer ilaçlarla kombine elektrolitler,titck
B05XB01,arginine hydrochloride,arjinin hidroklorür,llm
B05XB02,alanyl glutamine,alanyl glutamine,titck
B05XB03,lysine,lizin,llm
B05XX02,trometamol,trometamol,llm
B06AA02,fibrinolysin and desoxyribonuclease,fibrinolizin ve deoksiribonükleaz,llm
B06AA03,hyaluronidase,hiyalüronidaz,llm
B06AA04,chymotrypsin,kimotripsin,llm
B06AA07,trypsin,tripsin,llm
B06AA10,desoxyribonuclease,deoksiribonükleaz,llm
B06AA55,"streptokinase, combinations","streptokinaz, kombinasyonlar",llm
B06AB01,hemin,hemin,llm
B06AC01,"c1-inhibitor, plasma derived",c-1 esteraz inhibitörü,titck
B06AC02,icatibant,ikatibant asetat,titck
B06AC03,ecallantide,ekallantid,llm
B06AC04,conestat alfa,konestat alfa,titck
B06AC05,lanadelumab,lanadelumab,titck
B06AC06,berotralstat,berotralstat dihidroklorür,titck
B06AC07,garadacimab,garadasimab,llm
B06AC08,sebetralstat,sebetralstat,llm
B06AC09,donidalorsen,donidalorsen,llm
B06AX01,crizanlizumab,krizanlizumab,llm
B06AX02,betibeglogene autotemcel,betibeglojen ototemsel,llm
B06AX03,voxelotor,vokselotor,llm
B06AX04,mitapivat,mitapivat,llm
B06AX05,exagamglogene autotemcel,eksagamglojen ototemsel,llm
B06AX06,lovotibeglogene autotemcel,lovotibeglojen ototemsel,llm
B06AX07,mozafancogene autotemcel,mozafankojen ototemsel,llm
C01AA01,acetyldigitoxin,asetildigitoksin,llm
C01AA02,acetyldigoxin,asetildigoksin,llm
C01AA03,digitalis leaves,dijital yaprakları,llm
C01AA04,digitoxin,digitoksin,llm
C01AA05,digoxin,digoxin,titck
C01AA06,lanatoside C,lanatocide c,titck
C01AA07,deslanoside,deslanozid,llm
C01AA08,metildigoxin,metildigoksin,llm
C01AA09,gitoformate,gitoformat,llm
C01AA52,"acetyldigoxin, combinations","asetildigoksin, kombinasyonlar",llm
C01AB01,proscillaridin,proskillaridin,llm
C01AB51,"proscillaridin, combinations","proskillaridin, kombinasyonlar",llm
C01AC01,g-strophanthin,g-strofantin,llm
C01AC03,cymarin,kimarin,llm
C01AX02,peruvoside,peruvozid,llm
C01BA01,quinidine,kinidin feniletil barbitürat,titck
C01BA02,procainamide,prokainamid,llm
C01BA03,disopyramide,disopiramit fosfat,titck
C01BA04,sparteine,sparteine,llm
C01BA05,ajmaline,ajmalin,llm
C01BA08,prajmaline,prajmalin,llm
C01BA12,lorajmine,lorajmin,llm
C01BA13,hydroquinidine,hidrokinidin,llm
C01BA51,"quinidine, combinations excl. psycholeptics","kinidin, psikoleptikler hariç kombinasyonlar",llm
C01BA71,"quinidine, combinations with psycholeptics","kinidin, psikoleptiklerle kombinasyonlar",llm
C01BB01,lidocaine,lidocaine,titck
C01BB02,mexiletine,meksiletin,llm
C01BB03,tocainide,tokainid,llm
C01BB04,aprindine,aprindin,llm
C01BC03,propafenone,propafenone,titck
C01BC04,flecainide,flekainid,llm
C01BC07,lorcainide,lorkainid,llm
C01BC08,encainide,enkainid,llm
C01BC09,ethacizine,etasizin,llm
C01BD01,amiodarone,amiodarone,titck
C01BD02,bretylium tosilate,bretilyum tosilat,llm
C01BD03,bunaftine,bunaftin,llm
C01BD04,dofetilide,dofetilid,llm
C01BD05,ibutilide,i̇butilid fumarat,titck
C01BD06,tedisamil,tedisamil,llm
C01BD07,dronedarone,dronedaron,llm
C01BG01,moracizine,morasizin,llm
C01BG07,cibenzoline,sibenzolin,llm
C01BG11,vernakalant,vernakalant,llm
C01CA01,etilefrine,etilefrin,llm
C01CA02,isoprenaline,izoprenalin hidroklorür,titck
C01CA03,norepinephrine,noradrenalin bitartarat,titck
C01CA04,dopamine,dopamine,titck
C01CA05,norfenefrine,norfenefrin,llm
C01CA06,phenylephrine,fenilefrin,llm
C01CA07,dobutamine,dobutamine,titck
C01CA08,oxedrine,oksedrin,llm
C01CA09,metaraminol,metaraminol,llm
C01CA10,methoxamine,metoksamin,llm
C01CA11,mephentermine,mefentermin,llm
C01CA12,dimetofrine,dimetofrin,llm
C01CA13,prenalterol,prenalterol,llm
C01CA14,dopexamine,dopeksamin,llm
C01CA15,gepefrine,gepefrin,llm
C01CA16,ibopamine,ibopamin,llm
C01CA17,midodrine,midodrin,llm
C01CA18,octopamine,oktopamin,llm
C01CA19,fenoldopam,fenoldopam,llm
C01CA21,cafedrine,kafedrin,llm
C01CA22,arbutamine,arbutamin,llm
